temperature, rainfall, humidity, yeild1, yeild2, yeild3
47.00  ,  82.00  ,  24.00  ,  350.90  ,  350.90  ,  1966.00
25.00  ,  63.00  ,  98.00  ,  996.00  ,  996.00  ,  2491.00
54.00  ,  65.00  ,  73.00  ,  783.10  ,  783.10  ,  2515.00
54.00  ,  79.00  ,  71.00  ,  782.90  ,  782.90  ,  2669.00
98.00  ,  78.00  ,  94.00  ,  1015.20  ,  1015.20  ,  3506.00
35.00  ,  41.00  ,  53.00  ,  558.40  ,  558.40  ,  1695.00
56.00  ,  22.00  ,  26.00  ,  295.80  ,  295.80  ,  1322.00
86.00  ,  30.00  ,  99.00  ,  992.80  ,  992.80  ,  2808.00
76.00  ,  23.00  ,  96.00  ,  951.10  ,  951.10  ,  2555.00
64.00  ,  90.00  ,  80.00  ,  885.00  ,  885.00  ,  3058.00
42.00  ,  99.00  ,  46.00  ,  572.90  ,  572.90  ,  2435.00
47.00  ,  66.00  ,  31.00  ,  394.50  ,  394.50  ,  1856.00
72.00  ,  78.00  ,  73.00  ,  809.00  ,  809.00  ,  2900.00
34.00  ,  33.00  ,  99.00  ,  970.70  ,  970.70  ,  2223.00
67.00  ,  74.00  ,  51.00  ,  598.90  ,  598.90  ,  2480.00
64.00  ,  94.00  ,  35.00  ,  476.20  ,  476.20  ,  2480.00
42.00  ,  87.00  ,  52.00  ,  612.50  ,  612.50  ,  2363.00
89.00  ,  81.00  ,  74.00  ,  830.60  ,  830.60  ,  3157.00
92.00  ,  90.00  ,  93.00  ,  1018.60  ,  1018.60  ,  3576.00
86.00  ,  64.00  ,  99.00  ,  1037.00  ,  1037.00  ,  3250.00
76.00  ,  20.00  ,  68.00  ,  689.60  ,  689.60  ,  2124.00
95.00  ,  69.00  ,  42.00  ,  523.60  ,  523.60  ,  2625.00
53.00  ,  77.00  ,  46.00  ,  549.80  ,  549.80  ,  2281.00
45.00  ,  34.00  ,  83.00  ,  830.30  ,  830.30  ,  2144.00
54.00  ,  66.00  ,  30.00  ,  388.80  ,  388.80  ,  1926.00
36.00  ,  34.00  ,  25.00  ,  292.20  ,  292.20  ,  1224.00
65.00  ,  96.00  ,  23.00  ,  368.90  ,  368.90  ,  2350.00
78.00  ,  93.00  ,  95.00  ,  1033.90  ,  1033.90  ,  3475.00
50.00  ,  35.00  ,  66.00  ,  677.70  ,  677.70  ,  1979.00
94.00  ,  35.00  ,  67.00  ,  708.90  ,  708.90  ,  2521.00
77.00  ,  76.00  ,  57.00  ,  661.70  ,  661.70  ,  2710.00
95.00  ,  61.00  ,  66.00  ,  734.00  ,  734.00  ,  2857.00
99.00  ,  96.00  ,  97.00  ,  1066.70  ,  1066.70  ,  3794.00
20.00  ,  28.00  ,  37.00  ,  386.80  ,  386.80  ,  1122.00
70.00  ,  25.00  ,  34.00  ,  380.30  ,  380.30  ,  1641.00
20.00  ,  74.00  ,  57.00  ,  630.60  ,  630.60  ,  2000.00
26.00  ,  39.00  ,  53.00  ,  551.30  ,  551.30  ,  1561.00
65.00  ,  74.00  ,  93.00  ,  984.30  ,  984.30  ,  3044.00
54.00  ,  83.00  ,  98.00  ,  1036.50  ,  1036.50  ,  3099.00
26.00  ,  25.00  ,  88.00  ,  855.10  ,  855.10  ,  1869.00
69.00  ,  80.00  ,  41.00  ,  515.70  ,  515.70  ,  2442.00
41.00  ,  75.00  ,  93.00  ,  973.60  ,  973.60  ,  2769.00
68.00  ,  64.00  ,  99.00  ,  1028.00  ,  1028.00  ,  3034.00
88.00  ,  66.00  ,  90.00  ,  957.80  ,  957.80  ,  3174.00
81.00  ,  88.00  ,  39.00  ,  513.70  ,  513.70  ,  2662.00
65.00  ,  34.00  ,  32.00  ,  371.10  ,  371.10  ,  1670.00
85.00  ,  59.00  ,  38.00  ,  468.80  ,  468.80  ,  2319.00
34.00  ,  83.00  ,  67.00  ,  741.30  ,  741.30  ,  2425.00
92.00  ,  22.00  ,  47.00  ,  507.00  ,  507.00  ,  2048.00
92.00  ,  59.00  ,  78.00  ,  840.30  ,  840.30  ,  2963.00
72.00  ,  25.00  ,  66.00  ,  675.70  ,  675.70  ,  2113.00
94.00  ,  68.00  ,  25.00  ,  365.40  ,  365.40  ,  2362.00
65.00  ,  82.00  ,  91.00  ,  976.30  ,  976.30  ,  3120.00
65.00  ,  96.00  ,  48.00  ,  598.90  ,  598.90  ,  2700.00
29.00  ,  54.00  ,  24.00  ,  305.50  ,  305.50  ,  1386.00
68.00  ,  52.00  ,  60.00  ,  653.60  ,  653.60  ,  2332.00
57.00  ,  71.00  ,  85.00  ,  902.80  ,  902.80  ,  2797.00
72.00  ,  95.00  ,  52.00  ,  637.90  ,  637.90  ,  2827.00
39.00  ,  21.00  ,  27.00  ,  295.20  ,  295.20  ,  1119.00
39.00  ,  54.00  ,  37.00  ,  430.10  ,  430.10  ,  1688.00
77.00  ,  32.00  ,  45.00  ,  494.10  ,  494.10  ,  1970.00
89.00  ,  88.00  ,  45.00  ,  572.90  ,  572.90  ,  2842.00
36.00  ,  97.00  ,  21.00  ,  337.30  ,  337.30  ,  1987.00
26.00  ,  78.00  ,  46.00  ,  537.60  ,  537.60  ,  1970.00
73.00  ,  96.00  ,  87.00  ,  961.70  ,  961.70  ,  3342.00
23.00  ,  45.00  ,  72.00  ,  732.40  ,  732.40  ,  1869.00
69.00  ,  43.00  ,  34.00  ,  403.20  ,  403.20  ,  1863.00
85.00  ,  55.00  ,  96.00  ,  997.20  ,  997.20  ,  3079.00
81.00  ,  97.00  ,  75.00  ,  856.60  ,  856.60  ,  3283.00
68.00  ,  72.00  ,  85.00  ,  909.60  ,  909.60  ,  2942.00
21.00  ,  22.00  ,  64.00  ,  627.90  ,  627.90  ,  1434.00
50.00  ,  22.00  ,  95.00  ,  927.60  ,  927.60  ,  2216.00
53.00  ,  93.00  ,  28.00  ,  405.00  ,  405.00  ,  2237.00
85.00  ,  100.00  ,  32.00  ,  466.90  ,  466.90  ,  2768.00
56.00  ,  58.00  ,  47.00  ,  535.80  ,  535.80  ,  2084.00
42.00  ,  61.00  ,  44.00  ,  505.10  ,  505.10  ,  1913.00
56.00  ,  82.00  ,  38.00  ,  484.20  ,  484.20  ,  2270.00
96.00  ,  43.00  ,  59.00  ,  646.70  ,  646.70  ,  2537.00
46.00  ,  75.00  ,  56.00  ,  635.70  ,  635.70  ,  2311.00
76.00  ,  21.00  ,  71.00  ,  718.50  ,  718.50  ,  2179.00
89.00  ,  72.00  ,  32.00  ,  432.50  ,  432.50  ,  2452.00
45.00  ,  72.00  ,  90.00  ,  944.10  ,  944.10  ,  2736.00
47.00  ,  95.00  ,  79.00  ,  873.80  ,  873.80  ,  2905.00
98.00  ,  50.00  ,  31.00  ,  399.20  ,  399.20  ,  2260.00
69.00  ,  32.00  ,  54.00  ,  572.90  ,  572.90  ,  2000.00
49.00  ,  32.00  ,  59.00  ,  608.90  ,  608.90  ,  1830.00
76.00  ,  48.00  ,  64.00  ,  689.20  ,  689.20  ,  2432.00
76.00  ,  51.00  ,  62.00  ,  674.70  ,  674.70  ,  2443.00
34.00  ,  71.00  ,  49.00  ,  560.10  ,  560.10  ,  2017.00
71.00  ,  34.00  ,  83.00  ,  843.30  ,  843.30  ,  2456.00
22.00  ,  48.00  ,  86.00  ,  864.60  ,  864.60  ,  2092.00
84.00  ,  78.00  ,  73.00  ,  815.00  ,  815.00  ,  3044.00
24.00  ,  93.00  ,  24.00  ,  353.70  ,  353.70  ,  1833.00
37.00  ,  81.00  ,  82.00  ,  878.20  ,  878.20  ,  2645.00
49.00  ,  77.00  ,  82.00  ,  879.00  ,  879.00  ,  2737.00
88.00  ,  72.00  ,  97.00  ,  1030.00  ,  1030.00  ,  3350.00
32.00  ,  46.00  ,  80.00  ,  811.80  ,  811.80  ,  2102.00
82.00  ,  85.00  ,  63.00  ,  731.10  ,  731.10  ,  2971.00
39.00  ,  45.00  ,  99.00  ,  988.80  ,  988.80  ,  2439.00
37.00  ,  92.00  ,  26.00  ,  377.30  ,  377.30  ,  2004.00
99.00  ,  26.00  ,  94.00  ,  948.10  ,  948.10  ,  2842.00
60.00  ,  85.00  ,  29.00  ,  407.30  ,  407.30  ,  2231.00
75.00  ,  93.00  ,  78.00  ,  876.00  ,  876.00  ,  3201.00
34.00  ,  40.00  ,  42.00  ,  455.40  ,  455.40  ,  1516.00
81.00  ,  52.00  ,  33.00  ,  411.70  ,  411.70  ,  2110.00
70.00  ,  44.00  ,  91.00  ,  929.40  ,  929.40  ,  2686.00
88.00  ,  55.00  ,  96.00  ,  998.70  ,  998.70  ,  3115.00
42.00  ,  51.00  ,  25.00  ,  317.30  ,  317.30  ,  1517.00
26.00  ,  57.00  ,  29.00  ,  353.90  ,  353.90  ,  1459.00
74.00  ,  68.00  ,  70.00  ,  769.40  ,  769.40  ,  2752.00
37.00  ,  63.00  ,  79.00  ,  827.20  ,  827.20  ,  2369.00
48.00  ,  73.00  ,  22.00  ,  321.30  ,  321.30  ,  1833.00
97.00  ,  92.00  ,  59.00  ,  710.90  ,  710.90  ,  3186.00
99.00  ,  62.00  ,  96.00  ,  1013.30  ,  1013.30  ,  3338.00
24.00  ,  75.00  ,  60.00  ,  661.50  ,  661.50  ,  2103.00
52.00  ,  80.00  ,  36.00  ,  461.20  ,  461.20  ,  2168.00
29.00  ,  75.00  ,  92.00  ,  958.40  ,  958.40  ,  2611.00
47.00  ,  39.00  ,  74.00  ,  755.00  ,  755.00  ,  2107.00
34.00  ,  35.00  ,  86.00  ,  853.70  ,  853.70  ,  2067.00
52.00  ,  51.00  ,  25.00  ,  322.30  ,  322.30  ,  1637.00
93.00  ,  42.00  ,  78.00  ,  818.70  ,  818.70  ,  2754.00
81.00  ,  100.00  ,  45.00  ,  584.50  ,  584.50  ,  2902.00
100.00  ,  80.00  ,  26.00  ,  393.20  ,  393.20  ,  2604.00
63.00  ,  48.00  ,  61.00  ,  655.10  ,  655.10  ,  2234.00
48.00  ,  51.00  ,  47.00  ,  522.70  ,  522.70  ,  1897.00
27.00  ,  73.00  ,  78.00  ,  826.00  ,  826.00  ,  2365.00
60.00  ,  98.00  ,  95.00  ,  1031.40  ,  1031.40  ,  3324.00
78.00  ,  79.00  ,  22.00  ,  344.10  ,  344.10  ,  2271.00
99.00  ,  30.00  ,  42.00  ,  474.90  ,  474.90  ,  2166.00
91.00  ,  27.00  ,  71.00  ,  733.80  ,  733.80  ,  2437.00
85.00  ,  95.00  ,  20.00  ,  350.00  ,  350.00  ,  2535.00
51.00  ,  90.00  ,  39.00  ,  501.30  ,  501.30  ,  2328.00
37.00  ,  67.00  ,  96.00  ,  988.80  ,  988.80  ,  2659.00
46.00  ,  94.00  ,  24.00  ,  366.00  ,  366.00  ,  2110.00
51.00  ,  99.00  ,  37.00  ,  494.60  ,  494.60  ,  2417.00
76.00  ,  39.00  ,  63.00  ,  668.30  ,  668.30  ,  2301.00
74.00  ,  70.00  ,  20.00  ,  312.00  ,  312.00  ,  2078.00
53.00  ,  88.00  ,  26.00  ,  380.10  ,  380.10  ,  2144.00
95.00  ,  69.00  ,  90.00  ,  965.20  ,  965.20  ,  3297.00
64.00  ,  38.00  ,  64.00  ,  670.20  ,  670.20  ,  2158.00
68.00  ,  88.00  ,  22.00  ,  350.80  ,  350.80  ,  2268.00
79.00  ,  55.00  ,  66.00  ,  718.20  ,  718.20  ,  2587.00
87.00  ,  39.00  ,  63.00  ,  673.80  ,  673.80  ,  2433.00
85.00  ,  100.00  ,  90.00  ,  1000.50  ,  1000.50  ,  3580.00
84.00  ,  40.00  ,  52.00  ,  572.40  ,  572.40  ,  2256.00
55.00  ,  70.00  ,  48.00  ,  560.10  ,  560.10  ,  2242.00
47.00  ,  79.00  ,  57.00  ,  650.60  ,  650.60  ,  2389.00
59.00  ,  52.00  ,  56.00  ,  612.30  ,  612.30  ,  2168.00
84.00  ,  83.00  ,  43.00  ,  545.50  ,  545.50  ,  2689.00
27.00  ,  71.00  ,  70.00  ,  749.80  ,  749.80  ,  2227.00
85.00  ,  81.00  ,  75.00  ,  837.80  ,  837.80  ,  3123.00
40.00  ,  52.00  ,  36.00  ,  418.80  ,  418.80  ,  1660.00
58.00  ,  26.00  ,  84.00  ,  835.60  ,  835.60  ,  2210.00
64.00  ,  92.00  ,  59.00  ,  694.40  ,  694.40  ,  2790.00
63.00  ,  68.00  ,  78.00  ,  837.50  ,  837.50  ,  2732.00
79.00  ,  46.00  ,  73.00  ,  770.90  ,  770.90  ,  2568.00
51.00  ,  68.00  ,  24.00  ,  334.70  ,  334.70  ,  1832.00
54.00  ,  63.00  ,  69.00  ,  743.70  ,  743.70  ,  2433.00
75.00  ,  61.00  ,  68.00  ,  742.40  ,  742.40  ,  2645.00
30.00  ,  48.00  ,  33.00  ,  381.00  ,  381.00  ,  1446.00
96.00  ,  65.00  ,  87.00  ,  932.90  ,  932.90  ,  3215.00
43.00  ,  69.00  ,  48.00  ,  552.80  ,  552.80  ,  2085.00
55.00  ,  87.00  ,  42.00  ,  527.00  ,  527.00  ,  2379.00
88.00  ,  59.00  ,  33.00  ,  424.30  ,  424.30  ,  2285.00
57.00  ,  75.00  ,  91.00  ,  963.20  ,  963.20  ,  2933.00
43.00  ,  59.00  ,  56.00  ,  613.40  ,  613.40  ,  2067.00
88.00  ,  100.00  ,  76.00  ,  873.20  ,  873.20  ,  3420.00
24.00  ,  31.00  ,  62.00  ,  622.70  ,  622.70  ,  1559.00
26.00  ,  37.00  ,  68.00  ,  686.70  ,  686.70  ,  1745.00
73.00  ,  36.00  ,  77.00  ,  791.70  ,  791.70  ,  2422.00
70.00  ,  43.00  ,  79.00  ,  817.70  ,  817.70  ,  2505.00
29.00  ,  91.00  ,  93.00  ,  988.40  ,  988.40  ,  2833.00
49.00  ,  66.00  ,  28.00  ,  367.90  ,  367.90  ,  1838.00
53.00  ,  53.00  ,  85.00  ,  877.40  ,  877.40  ,  2515.00
35.00  ,  28.00  ,  73.00  ,  725.50  ,  725.50  ,  1806.00
94.00  ,  83.00  ,  59.00  ,  697.70  ,  697.70  ,  3033.00
24.00  ,  47.00  ,  39.00  ,  431.90  ,  431.90  ,  1445.00
88.00  ,  43.00  ,  78.00  ,  817.50  ,  817.50  ,  2707.00
28.00  ,  25.00  ,  76.00  ,  745.70  ,  745.70  ,  1725.00
53.00  ,  87.00  ,  30.00  ,  415.60  ,  415.60  ,  2187.00
36.00  ,  55.00  ,  46.00  ,  512.70  ,  512.70  ,  1791.00
27.00  ,  66.00  ,  46.00  ,  522.50  ,  522.50  ,  1826.00
39.00  ,  34.00  ,  55.00  ,  569.70  ,  569.70  ,  1680.00
40.00  ,  43.00  ,  47.00  ,  508.30  ,  508.30  ,  1697.00
34.00  ,  68.00  ,  49.00  ,  556.20  ,  556.20  ,  1978.00
97.00  ,  42.00  ,  26.00  ,  342.30  ,  342.30  ,  2074.00
53.00  ,  54.00  ,  87.00  ,  897.10  ,  897.10  ,  2556.00
51.00  ,  84.00  ,  36.00  ,  465.90  ,  465.90  ,  2208.00
74.00  ,  65.00  ,  94.00  ,  986.30  ,  986.30  ,  3049.00
87.00  ,  44.00  ,  54.00  ,  597.50  ,  597.50  ,  2372.00
42.00  ,  55.00  ,  66.00  ,  699.70  ,  699.70  ,  2143.00
83.00  ,  86.00  ,  37.00  ,  493.70  ,  493.70  ,  2632.00
30.00  ,  50.00  ,  46.00  ,  503.20  ,  503.20  ,  1654.00
36.00  ,  75.00  ,  77.00  ,  823.90  ,  823.90  ,  2485.00
51.00  ,  57.00  ,  20.00  ,  283.60  ,  283.60  ,  1633.00
98.00  ,  35.00  ,  73.00  ,  766.10  ,  766.10  ,  2653.00
66.00  ,  29.00  ,  73.00  ,  742.30  ,  742.30  ,  2191.00
48.00  ,  80.00  ,  41.00  ,  505.20  ,  505.20  ,  2190.00
90.00  ,  83.00  ,  63.00  ,  732.50  ,  732.50  ,  3041.00
52.00  ,  46.00  ,  60.00  ,  637.80  ,  637.80  ,  2062.00
61.00  ,  75.00  ,  75.00  ,  818.00  ,  818.00  ,  2757.00
44.00  ,  34.00  ,  32.00  ,  360.60  ,  360.60  ,  1418.00
69.00  ,  32.00  ,  35.00  ,  398.10  ,  398.10  ,  1734.00
35.00  ,  45.00  ,  36.00  ,  407.20  ,  407.20  ,  1509.00
81.00  ,  65.00  ,  33.00  ,  428.60  ,  428.60  ,  2279.00
21.00  ,  44.00  ,  86.00  ,  858.90  ,  858.90  ,  2028.00
90.00  ,  81.00  ,  83.00  ,  913.90  ,  913.90  ,  3295.00
41.00  ,  86.00  ,  52.00  ,  610.70  ,  610.70  ,  2338.00
35.00  ,  79.00  ,  22.00  ,  322.60  ,  322.60  ,  1755.00
38.00  ,  46.00  ,  94.00  ,  943.60  ,  943.60  ,  2370.00
99.00  ,  35.00  ,  83.00  ,  858.60  ,  858.60  ,  2805.00
48.00  ,  54.00  ,  97.00  ,  986.60  ,  986.60  ,  2636.00
98.00  ,  54.00  ,  34.00  ,  432.00  ,  432.00  ,  2354.00
49.00  ,  62.00  ,  52.00  ,  583.50  ,  583.50  ,  2122.00
28.00  ,  72.00  ,  84.00  ,  880.40  ,  880.40  ,  2448.00
39.00  ,  58.00  ,  66.00  ,  702.10  ,  702.10  ,  2146.00
62.00  ,  59.00  ,  74.00  ,  788.50  ,  788.50  ,  2547.00
49.00  ,  60.00  ,  26.00  ,  341.70  ,  341.70  ,  1732.00
90.00  ,  90.00  ,  47.00  ,  594.40  ,  594.40  ,  2908.00
40.00  ,  32.00  ,  49.00  ,  512.40  ,  512.40  ,  1582.00
62.00  ,  75.00  ,  72.00  ,  790.90  ,  790.90  ,  2727.00
21.00  ,  34.00  ,  32.00  ,  349.10  ,  349.10  ,  1142.00
85.00  ,  38.00  ,  75.00  ,  781.90  ,  781.90  ,  2564.00
81.00  ,  70.00  ,  43.00  ,  527.10  ,  527.10  ,  2484.00
42.00  ,  80.00  ,  69.00  ,  759.80  ,  759.80  ,  2510.00
39.00  ,  21.00  ,  92.00  ,  893.20  ,  893.20  ,  2029.00
94.00  ,  96.00  ,  99.00  ,  1082.60  ,  1082.60  ,  3762.00
43.00  ,  55.00  ,  42.00  ,  479.40  ,  479.40  ,  1819.00
41.00  ,  85.00  ,  41.00  ,  508.20  ,  508.20  ,  2171.00
57.00  ,  95.00  ,  56.00  ,  667.20  ,  667.20  ,  2703.00
64.00  ,  21.00  ,  20.00  ,  243.30  ,  243.30  ,  1321.00
48.00  ,  23.00  ,  29.00  ,  320.70  ,  320.70  ,  1281.00
43.00  ,  29.00  ,  86.00  ,  850.40  ,  850.40  ,  2097.00
100.00  ,  60.00  ,  50.00  ,  588.00  ,  588.00  ,  2680.00
42.00  ,  27.00  ,  83.00  ,  819.70  ,  819.70  ,  2017.00
42.00  ,  99.00  ,  27.00  ,  398.10  ,  398.10  ,  2169.00
99.00  ,  39.00  ,  88.00  ,  909.80  ,  909.80  ,  2927.00
61.00  ,  20.00  ,  95.00  ,  930.50  ,  930.50  ,  2322.00
64.00  ,  60.00  ,  75.00  ,  800.00  ,  800.00  ,  2598.00
100.00  ,  60.00  ,  27.00  ,  376.40  ,  376.40  ,  2358.00
84.00  ,  35.00  ,  76.00  ,  786.70  ,  786.70  ,  2527.00
75.00  ,  32.00  ,  97.00  ,  971.50  ,  971.50  ,  2674.00
67.00  ,  97.00  ,  96.00  ,  1042.80  ,  1042.80  ,  3409.00
22.00  ,  24.00  ,  34.00  ,  355.00  ,  355.00  ,  1052.00
37.00  ,  76.00  ,  92.00  ,  963.70  ,  963.70  ,  2720.00
49.00  ,  64.00  ,  83.00  ,  871.30  ,  871.30  ,  2582.00
38.00  ,  22.00  ,  60.00  ,  599.60  ,  599.60  ,  1582.00
81.00  ,  45.00  ,  100.00  ,  1019.00  ,  1019.00  ,  2957.00
25.00  ,  85.00  ,  77.00  ,  831.40  ,  831.40  ,  2483.00
96.00  ,  66.00  ,  93.00  ,  989.40  ,  989.40  ,  3312.00
74.00  ,  84.00  ,  38.00  ,  495.80  ,  495.80  ,  2512.00
24.00  ,  62.00  ,  22.00  ,  295.00  ,  295.00  ,  1402.00
43.00  ,  24.00  ,  34.00  ,  365.50  ,  365.50  ,  1304.00
92.00  ,  47.00  ,  34.00  ,  419.90  ,  419.90  ,  2191.00
50.00  ,  70.00  ,  60.00  ,  668.00  ,  668.00  ,  2350.00
45.00  ,  86.00  ,  65.00  ,  732.30  ,  732.30  ,  2568.00
35.00  ,  40.00  ,  65.00  ,  667.50  ,  667.50  ,  1850.00
44.00  ,  100.00  ,  63.00  ,  731.60  ,  731.60  ,  2710.00
28.00  ,  42.00  ,  21.00  ,  261.80  ,  261.80  ,  1176.00
52.00  ,  65.00  ,  68.00  ,  736.10  ,  736.10  ,  2421.00
32.00  ,  88.00  ,  89.00  ,  949.20  ,  949.20  ,  2774.00
70.00  ,  55.00  ,  97.00  ,  998.90  ,  998.90  ,  2913.00
55.00  ,  90.00  ,  75.00  ,  834.50  ,  834.50  ,  2880.00
71.00  ,  66.00  ,  39.00  ,  480.10  ,  480.10  ,  2256.00
24.00  ,  51.00  ,  27.00  ,  326.70  ,  326.70  ,  1329.00
83.00  ,  53.00  ,  89.00  ,  929.20  ,  929.20  ,  2931.00
89.00  ,  33.00  ,  38.00  ,  437.00  ,  437.00  ,  2029.00
61.00  ,  71.00  ,  56.00  ,  638.00  ,  638.00  ,  2439.00
65.00  ,  46.00  ,  69.00  ,  727.10  ,  727.10  ,  2344.00
90.00  ,  25.00  ,  90.00  ,  905.50  ,  905.50  ,  2665.00
56.00  ,  66.00  ,  32.00  ,  408.20  ,  408.20  ,  1978.00
20.00  ,  33.00  ,  71.00  ,  706.10  ,  706.10  ,  1663.00
60.00  ,  36.00  ,  23.00  ,  288.40  ,  288.40  ,  1510.00
29.00  ,  30.00  ,  22.00  ,  255.90  ,  255.90  ,  1046.00
61.00  ,  26.00  ,  44.00  ,  469.10  ,  469.10  ,  1686.00
81.00  ,  80.00  ,  57.00  ,  668.90  ,  668.90  ,  2810.00
84.00  ,  32.00  ,  96.00  ,  966.80  ,  966.80  ,  2768.00
27.00  ,  53.00  ,  28.00  ,  340.00  ,  340.00  ,  1405.00
92.00  ,  85.00  ,  89.00  ,  975.30  ,  975.30  ,  3455.00
68.00  ,  63.00  ,  21.00  ,  309.10  ,  309.10  ,  1929.00
22.00  ,  73.00  ,  40.00  ,  473.90  ,  473.90  ,  1773.00
54.00  ,  29.00  ,  93.00  ,  920.30  ,  920.30  ,  2327.00
38.00  ,  23.00  ,  60.00  ,  600.90  ,  600.90  ,  1595.00
43.00  ,  73.00  ,  92.00  ,  962.80  ,  962.80  ,  2753.00
59.00  ,  90.00  ,  31.00  ,  431.70  ,  431.70  ,  2312.00
80.00  ,  57.00  ,  69.00  ,  748.90  ,  748.90  ,  2667.00
72.00  ,  81.00  ,  78.00  ,  858.90  ,  858.90  ,  3009.00
22.00  ,  44.00  ,  61.00  ,  629.40  ,  629.40  ,  1690.00
74.00  ,  82.00  ,  22.00  ,  346.00  ,  346.00  ,  2262.00
69.00  ,  91.00  ,  98.00  ,  1054.40  ,  1054.40  ,  3383.00
22.00  ,  90.00  ,  37.00  ,  468.40  ,  468.40  ,  1952.00
63.00  ,  33.00  ,  23.00  ,  286.00  ,  286.00  ,  1507.00
62.00  ,  61.00  ,  62.00  ,  680.70  ,  680.70  ,  2405.00
33.00  ,  44.00  ,  87.00  ,  874.10  ,  874.10  ,  2186.00
73.00  ,  53.00  ,  22.00  ,  307.80  ,  307.80  ,  1873.00
76.00  ,  88.00  ,  99.00  ,  1063.20  ,  1063.20  ,  3442.00
43.00  ,  56.00  ,  77.00  ,  802.70  ,  802.70  ,  2322.00
75.00  ,  83.00  ,  82.00  ,  899.80  ,  899.80  ,  3127.00
32.00  ,  77.00  ,  49.00  ,  566.90  ,  566.90  ,  2071.00
81.00  ,  66.00  ,  29.00  ,  393.10  ,  393.10  ,  2236.00
94.00  ,  51.00  ,  42.00  ,  499.70  ,  499.70  ,  2379.00
35.00  ,  57.00  ,  82.00  ,  846.00  ,  846.00  ,  2309.00
64.00  ,  70.00  ,  60.00  ,  675.00  ,  675.00  ,  2518.00
71.00  ,  30.00  ,  99.00  ,  985.30  ,  985.30  ,  2628.00
30.00  ,  93.00  ,  23.00  ,  347.50  ,  347.50  ,  1891.00
24.00  ,  98.00  ,  90.00  ,  967.40  ,  967.40  ,  2822.00
85.00  ,  89.00  ,  78.00  ,  875.80  ,  875.80  ,  3269.00
28.00  ,  78.00  ,  53.00  ,  603.00  ,  603.00  ,  2092.00
38.00  ,  30.00  ,  27.00  ,  306.40  ,  306.40  ,  1224.00
63.00  ,  70.00  ,  20.00  ,  306.50  ,  306.50  ,  1946.00
100.00  ,  45.00  ,  87.00  ,  908.90  ,  908.90  ,  3003.00
72.00  ,  27.00  ,  81.00  ,  816.30  ,  816.30  ,  2349.00
31.00  ,  97.00  ,  47.00  ,  574.00  ,  574.00  ,  2291.00
21.00  ,  85.00  ,  66.00  ,  728.20  ,  728.20  ,  2281.00
100.00  ,  34.00  ,  44.00  ,  499.00  ,  499.00  ,  2258.00
28.00  ,  89.00  ,  25.00  ,  359.70  ,  359.70  ,  1843.00
38.00  ,  84.00  ,  44.00  ,  533.00  ,  533.00  ,  2164.00
47.00  ,  26.00  ,  45.00  ,  471.30  ,  471.30  ,  1532.00
33.00  ,  70.00  ,  33.00  ,  411.10  ,  411.10  ,  1768.00
35.00  ,  77.00  ,  75.00  ,  807.60  ,  807.60  ,  2471.00
32.00  ,  75.00  ,  85.00  ,  895.50  ,  895.50  ,  2549.00
96.00  ,  74.00  ,  68.00  ,  769.80  ,  769.80  ,  3066.00
51.00  ,  66.00  ,  35.00  ,  433.30  ,  433.30  ,  1960.00
46.00  ,  25.00  ,  86.00  ,  846.70  ,  846.70  ,  2081.00
31.00  ,  39.00  ,  79.00  ,  793.00  ,  793.00  ,  1985.00
26.00  ,  92.00  ,  38.00  ,  482.20  ,  482.20  ,  2040.00
54.00  ,  57.00  ,  50.00  ,  561.10  ,  561.10  ,  2089.00
95.00  ,  39.00  ,  22.00  ,  300.60  ,  300.60  ,  1955.00
74.00  ,  56.00  ,  32.00  ,  404.20  ,  404.20  ,  2064.00
99.00  ,  57.00  ,  86.00  ,  914.80  ,  914.80  ,  3133.00
26.00  ,  22.00  ,  33.00  ,  345.20  ,  345.20  ,  1060.00
87.00  ,  61.00  ,  81.00  ,  868.00  ,  868.00  ,  2971.00
41.00  ,  97.00  ,  40.00  ,  514.60  ,  514.60  ,  2313.00
97.00  ,  67.00  ,  49.00  ,  586.40  ,  586.40  ,  2721.00
99.00  ,  41.00  ,  51.00  ,  572.00  ,  572.00  ,  2435.00
73.00  ,  21.00  ,  56.00  ,  579.00  ,  579.00  ,  1933.00
44.00  ,  22.00  ,  27.00  ,  299.00  ,  299.00  ,  1192.00
53.00  ,  72.00  ,  26.00  ,  359.30  ,  359.30  ,  1936.00
34.00  ,  27.00  ,  95.00  ,  926.10  ,  926.10  ,  2089.00
80.00  ,  49.00  ,  40.00  ,  471.70  ,  471.70  ,  2157.00
93.00  ,  75.00  ,  69.00  ,  778.80  ,  778.80  ,  3057.00
25.00  ,  94.00  ,  90.00  ,  962.70  ,  962.70  ,  2782.00
100.00  ,  31.00  ,  20.00  ,  274.30  ,  274.30  ,  1883.00
57.00  ,  75.00  ,  60.00  ,  678.00  ,  678.00  ,  2499.00
80.00  ,  89.00  ,  74.00  ,  836.50  ,  836.50  ,  3153.00
69.00  ,  38.00  ,  72.00  ,  746.30  ,  746.30  ,  2330.00
50.00  ,  70.00  ,  66.00  ,  723.20  ,  723.20  ,  2434.00
68.00  ,  100.00  ,  55.00  ,  670.00  ,  670.00  ,  2886.00
